asset_id,company_id,category_id,category_name,asset_tag,brand,model,serial_number,purchase_date,purchase_price,warranty_expiry,status,condition,current_employee_id,location,notes
ast-00285,comp-001,cat-07,Network Switch,AST-00285,Cisco,Catalyst 9200-48P,CIS-NETW-24458-6730,2025-09-26,3055.28,2027-09-26,available,good,,Jakarta HQ - Floor 2,
ast-00286,comp-001,cat-09,Tablet,AST-00286,Apple,iPad Pro 12.9 M2,APP-TABL-67727-1078,2020-09-04,598.86,2022-09-04,assigned,damaged,,Jakarta HQ - Floor 5,
ast-00287,comp-001,cat-01,Laptop,AST-00287,Dell,XPS 15 9530,DEL-LAPT-43144-3046,2021-01-21,1696.39,2025-01-20,available,good,,Warehouse - Jakarta,
ast-00288,comp-001,cat-04,Smartphone,AST-00288,Apple,iPhone 15 Pro,APP-SMAR-72133-9708,2022-06-06,1192.23,2025-06-05,retired,good,,Data Center - Jakarta,
ast-00289,comp-001,cat-03,Monitor,AST-00289,Dell,U2723QE 4K USB-C Hub,DEL-MONI-27424-7564,2024-05-28,831.57,2027-05-28,available,poor,,Jakarta HQ - Floor 5,
ast-00290,comp-001,cat-03,Monitor,AST-00290,Dell,P2423DE 24 16:9,DEL-MONI-41619-1439,2025-03-31,744.34,2027-03-31,assigned,good,,Branch - Surabaya,
ast-00291,comp-001,cat-01,Laptop,AST-00291,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-93969-2261,2024-10-08,1223.71,2028-10-07,assigned,good,,Jakarta HQ - Floor 4,
ast-00292,comp-001,cat-01,Laptop,AST-00292,HP,ProBook 450 G10,HP-LAPT-49293-6609,2023-10-09,2561.27,2025-10-08,available,good,,Jakarta HQ - Floor 5,
ast-00293,comp-001,cat-09,Tablet,AST-00293,Samsung,Galaxy Tab S9 FE,SAM-TABL-31741-8179,2023-11-30,819.34,2026-11-29,available,good,,Jakarta HQ - Floor 1,
ast-00294,comp-001,cat-03,Monitor,AST-00294,HP,E27u G5 27 4K,HP-MONI-54263-8295,2020-06-17,541.33,2022-06-17,available,poor,,Jakarta HQ - Floor 3,
ast-00295,comp-001,cat-01,Laptop,AST-00295,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-89894-9400,2025-03-24,2337.55,2028-03-23,assigned,poor,,Remote - WFH,
ast-00296,comp-001,cat-09,Tablet,AST-00296,Samsung,Galaxy Tab S9 FE,SAM-TABL-88486-6223,2025-09-01,682.08,2029-08-31,assigned,poor,,Data Center - Jakarta,
ast-00297,comp-001,cat-03,Monitor,AST-00297,HP,E27u G5 27 4K,HP-MONI-42472-3550,2024-08-21,588.30,2025-08-21,maintenance,fair,,Jakarta HQ - Floor 2,
ast-00298,comp-001,cat-05,Printer,AST-00298,Canon,imageRUNNER 2630i,CAN-PRIN-88988-6970,2022-12-31,1516.81,2025-12-30,available,good,,Jakarta HQ - Floor 1,
ast-00299,comp-001,cat-03,Monitor,AST-00299,Dell,P2423DE 24 16:9,DEL-MONI-52802-3541,2022-11-18,633.23,2024-11-17,available,good,,Jakarta HQ - Floor 4,
ast-00300,comp-001,cat-08,Router,AST-00300,Ubiquiti,UniFi Dream Machine SE,UBI-ROUT-15887-6900,2020-04-09,2351.34,2021-04-09,maintenance,good,,Remote - WFH,
ast-00301,comp-001,cat-01,Laptop,AST-00301,HP,EliteBook 840 G10,HP-LAPT-21516-4141,2021-01-23,1967.66,2024-01-23,assigned,fair,,Remote - WFH,
ast-00302,comp-001,cat-09,Tablet,AST-00302,Microsoft,Surface Pro 9,MIC-TABL-21791-3792,2023-02-16,922.65,2027-02-15,available,good,,Jakarta HQ - Floor 4,
ast-00303,comp-001,cat-04,Smartphone,AST-00303,Samsung,Galaxy S24 Ultra,SAM-SMAR-62722-4402,2023-01-20,978.39,2024-01-20,retired,good,,Jakarta HQ - Floor 2,
ast-00304,comp-001,cat-01,Laptop,AST-00304,ASUS,ZenBook 14 OLED,ASU-LAPT-80447-9935,2022-07-24,2741.25,2024-07-23,maintenance,fair,,Warehouse - Jakarta,
ast-00305,comp-001,cat-10,Peripheral,AST-00305,Poly,Voyager 5200 Headset,POL-PERI-50064-8920,2023-05-11,217.22,2024-05-10,maintenance,good,,Branch - Surabaya,
ast-00306,comp-001,cat-01,Laptop,AST-00306,HP,ProBook 450 G10,HP-LAPT-44318-1662,2020-05-06,2458.53,2023-05-06,assigned,poor,,Jakarta HQ - Floor 1,
ast-00307,comp-001,cat-04,Smartphone,AST-00307,Samsung,Galaxy S24 Ultra,SAM-SMAR-43269-3879,2024-07-24,888.87,2026-07-24,available,good,,Jakarta HQ - Floor 3,
ast-00308,comp-001,cat-03,Monitor,AST-00308,Dell,U2723QE 4K USB-C Hub,DEL-MONI-10606-2084,2021-07-10,469.07,2023-07-10,available,good,,Jakarta HQ - Floor 4,
ast-00309,comp-001,cat-03,Monitor,AST-00309,Dell,U2723QE 4K USB-C Hub,DEL-MONI-71803-7016,2025-01-16,976.65,2026-01-16,maintenance,good,,Jakarta HQ - Floor 5,
ast-00310,comp-001,cat-03,Monitor,AST-00310,HP,E27u G5 27 4K,HP-MONI-86989-9139,2025-02-10,433.41,2029-02-09,assigned,good,,Remote - WFH,
ast-00311,comp-001,cat-10,Peripheral,AST-00311,Logitech,MX Keys Keyboard,LOG-PERI-27083-9064,2022-12-04,231.81,2024-12-03,assigned,poor,,Jakarta HQ - Floor 1,
ast-00312,comp-001,cat-01,Laptop,AST-00312,Dell,XPS 15 9530,DEL-LAPT-15054-5452,2023-05-29,2229.49,2024-05-28,lost,good,,Remote - WFH,
ast-00313,comp-001,cat-10,Peripheral,AST-00313,Logitech,MX Master 3S Mouse,LOG-PERI-44608-2012,2024-11-22,230.35,2025-11-22,maintenance,good,,Warehouse - Jakarta,
ast-00314,comp-001,cat-10,Peripheral,AST-00314,Poly,Voyager 5200 Headset,POL-PERI-50455-4936,2023-11-25,125.15,2025-11-24,assigned,good,,Jakarta HQ - Floor 3,
ast-00315,comp-001,cat-04,Smartphone,AST-00315,Apple,iPhone 15 Pro,APP-SMAR-76860-7287,2023-01-18,1329.74,2025-01-17,assigned,good,,Jakarta HQ - Floor 2,
ast-00316,comp-001,cat-01,Laptop,AST-00316,HP,EliteBook 840 G10,HP-LAPT-88747-3627,2025-11-23,2978.97,2029-11-22,available,good,,Jakarta HQ - Floor 3,
ast-00317,comp-001,cat-01,Laptop,AST-00317,Apple,MacBook Pro 14 M3,APP-LAPT-81186-9830,2025-03-04,1474.20,2028-03-03,assigned,fair,,Warehouse - Bandung,
ast-00318,comp-001,cat-01,Laptop,AST-00318,Dell,Latitude 5540,DEL-LAPT-79238-5114,2020-07-05,3383.43,2022-07-05,assigned,fair,,Jakarta HQ - Floor 5,
ast-00319,comp-001,cat-03,Monitor,AST-00319,Dell,U2723QE 4K USB-C Hub,DEL-MONI-39937-8871,2024-11-14,386.46,2025-11-14,retired,damaged,,Jakarta HQ - Floor 5,
ast-00320,comp-001,cat-10,Peripheral,AST-00320,Logitech,MX Master 3S Mouse,LOG-PERI-31060-4035,2024-11-29,142.39,2026-11-29,lost,good,,Jakarta HQ - Floor 2,
ast-00321,comp-001,cat-04,Smartphone,AST-00321,Apple,iPhone 15 Pro,APP-SMAR-18882-9176,2023-06-06,1060.24,2024-06-05,available,poor,,Jakarta HQ - Floor 3,
ast-00322,comp-001,cat-02,Desktop,AST-00322,HP,EliteDesk 800 G9,HP-DESK-84163-2330,2021-07-13,1710.88,2022-07-13,assigned,good,,Remote - WFH,
ast-00323,comp-001,cat-09,Tablet,AST-00323,Apple,iPad Pro 12.9 M2,APP-TABL-69364-4653,2020-08-10,731.58,2022-08-10,available,good,,Jakarta HQ - Floor 4,
ast-00324,comp-001,cat-01,Laptop,AST-00324,Apple,MacBook Pro 14 M3,APP-LAPT-33855-7754,2024-07-24,3372.12,2027-07-24,assigned,poor,,Branch - Surabaya,
ast-00325,comp-001,cat-06,Server,AST-00325,Supermicro,SYS-420GP,SUP-SERV-77302-2947,2023-12-02,3533.59,2026-12-01,available,new,,Warehouse - Bandung,
ast-00326,comp-001,cat-01,Laptop,AST-00326,HP,ProBook 450 G10,HP-LAPT-47509-5311,2020-08-13,3171.30,2024-08-12,available,good,,Jakarta HQ - Floor 5,
ast-00327,comp-001,cat-01,Laptop,AST-00327,Dell,XPS 15 9530,DEL-LAPT-72260-8297,2025-09-29,1340.52,2029-09-28,available,good,,Jakarta HQ - Floor 5,
ast-00328,comp-001,cat-03,Monitor,AST-00328,Dell,U2723QE 4K USB-C Hub,DEL-MONI-25772-4924,2025-08-05,935.56,2029-08-04,assigned,good,,Warehouse - Jakarta,
ast-00329,comp-001,cat-01,Laptop,AST-00329,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-87318-2744,2024-08-20,3172.78,2027-08-20,assigned,good,,Jakarta HQ - Floor 5,
ast-00330,comp-001,cat-02,Desktop,AST-00330,Lenovo,ThinkCentre M90s Gen 4,LEN-DESK-69225-7378,2021-06-27,1939.58,2022-06-27,stolen,good,,Warehouse - Jakarta,
ast-00331,comp-001,cat-01,Laptop,AST-00331,HP,ProBook 450 G10,HP-LAPT-24544-7474,2024-11-11,1315.60,2027-11-11,maintenance,good,,Jakarta HQ - Floor 1,
ast-00332,comp-001,cat-01,Laptop,AST-00332,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-39034-2348,2025-09-05,1279.16,2029-09-04,assigned,good,,Branch - Surabaya,
ast-00333,comp-001,cat-10,Peripheral,AST-00333,Poly,Voyager 5200 Headset,POL-PERI-88727-7670,2021-11-30,120.14,2023-11-30,assigned,good,,Warehouse - Bandung,
ast-00334,comp-001,cat-03,Monitor,AST-00334,HP,E27u G5 27 4K,HP-MONI-49224-4487,2025-10-24,538.99,2028-10-23,assigned,fair,,Jakarta HQ - Floor 4,
ast-00335,comp-001,cat-01,Laptop,AST-00335,Apple,MacBook Air 15 M3,APP-LAPT-27496-2827,2021-01-13,2015.75,2025-01-12,assigned,good,,Branch - Surabaya,
ast-00336,comp-001,cat-05,Printer,AST-00336,HP,LaserJet Enterprise M507,HP-PRIN-50224-4175,2024-09-12,793.99,2028-09-11,available,new,,Warehouse - Bandung,
ast-00337,comp-001,cat-06,Server,AST-00337,HP,ProLiant DL380 Gen11,HP-SERV-40541-1415,2023-06-11,12022.19,2027-06-10,assigned,good,,Branch - Surabaya,
ast-00338,comp-001,cat-01,Laptop,AST-00338,HP,EliteBook 840 G10,HP-LAPT-72824-4580,2020-01-01,3386.33,2020-12-31,available,fair,,Warehouse - Jakarta,
ast-00339,comp-001,cat-08,Router,AST-00339,Cisco,ISR 4321,CIS-ROUT-78065-1589,2022-12-05,624.38,2023-12-05,available,good,,Warehouse - Bandung,
ast-00340,comp-001,cat-01,Laptop,AST-00340,Dell,Latitude 5540,DEL-LAPT-83097-6931,2020-12-05,1512.59,2024-12-04,available,good,,Jakarta HQ - Floor 2,
ast-00341,comp-001,cat-10,Peripheral,AST-00341,Logitech,C922 Pro Webcam,LOG-PERI-62782-7366,2023-04-26,85.84,2025-04-25,assigned,good,,Jakarta HQ - Floor 4,
ast-00342,comp-001,cat-01,Laptop,AST-00342,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-12665-6452,2024-07-21,1373.68,2025-07-21,assigned,good,,Warehouse - Jakarta,
ast-00343,comp-001,cat-07,Network Switch,AST-00343,Juniper,EX3400-48P,JUN-NETW-36975-6385,2020-11-21,683.84,2022-11-21,assigned,good,,Jakarta HQ - Floor 1,
ast-00344,comp-001,cat-07,Network Switch,AST-00344,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-63455-9328,2023-05-16,1383.38,2027-05-15,assigned,good,,Jakarta HQ - Floor 4,
ast-00345,comp-001,cat-06,Server,AST-00345,HP,ProLiant DL380 Gen11,HP-SERV-31193-1956,2025-10-31,5359.75,2029-10-30,assigned,new,,Warehouse - Bandung,
ast-00346,comp-001,cat-04,Smartphone,AST-00346,Apple,iPhone 15 Pro,APP-SMAR-84905-7570,2024-07-27,726.94,2028-07-26,maintenance,good,,Jakarta HQ - Floor 5,
ast-00347,comp-001,cat-03,Monitor,AST-00347,Dell,P2423DE 24 16:9,DEL-MONI-84132-2708,2022-04-09,1047.89,2023-04-09,assigned,good,,Warehouse - Jakarta,
ast-00348,comp-001,cat-04,Smartphone,AST-00348,Apple,iPhone 14,APP-SMAR-88118-9131,2022-08-01,637.79,2024-07-31,assigned,fair,,Warehouse - Jakarta,
ast-00349,comp-001,cat-07,Network Switch,AST-00349,Cisco,Catalyst 9200-48P,CIS-NETW-44625-9560,2024-03-08,1608.66,2027-03-08,assigned,damaged,,Warehouse - Jakarta,
ast-00350,comp-001,cat-06,Server,AST-00350,Dell,PowerEdge R650,DEL-SERV-92508-7179,2022-07-07,10196.09,2026-07-06,assigned,poor,,Branch - Surabaya,
ast-00351,comp-001,cat-01,Laptop,AST-00351,HP,EliteBook 840 G10,HP-LAPT-69420-9974,2025-08-09,2313.20,2028-08-08,assigned,new,,Warehouse - Jakarta,
ast-00352,comp-001,cat-01,Laptop,AST-00352,HP,ProBook 450 G10,HP-LAPT-88333-6745,2025-05-27,1671.86,2026-05-27,assigned,good,,Jakarta HQ - Floor 1,
ast-00353,comp-001,cat-10,Peripheral,AST-00353,Jabra,Evolve2 65 Headset,JAB-PERI-70042-9819,2023-08-04,204.03,2027-08-03,assigned,good,,Jakarta HQ - Floor 3,
ast-00354,comp-001,cat-07,Network Switch,AST-00354,MikroTik,CRS326-24G-2S+RM,MIK-NETW-82091-3974,2025-12-06,1086.01,2027-12-06,assigned,good,,Remote - WFH,
ast-00355,comp-001,cat-10,Peripheral,AST-00355,Logitech,C922 Pro Webcam,LOG-PERI-80974-9036,2024-11-20,151.02,2026-11-20,assigned,good,,Jakarta HQ - Floor 3,
ast-00356,comp-001,cat-04,Smartphone,AST-00356,Samsung,Galaxy S24,SAM-SMAR-69381-7542,2021-09-30,1445.92,2023-09-30,assigned,good,,Jakarta HQ - Floor 1,
ast-00357,comp-001,cat-03,Monitor,AST-00357,Dell,P2423DE 24 16:9,DEL-MONI-83925-2832,2023-04-03,769.19,2026-04-02,maintenance,fair,,Jakarta HQ - Floor 1,
ast-00358,comp-001,cat-01,Laptop,AST-00358,ASUS,ZenBook 14 OLED,ASU-LAPT-74364-1663,2021-12-15,3065.79,2024-12-14,maintenance,fair,,Remote - WFH,
ast-00359,comp-001,cat-09,Tablet,AST-00359,Apple,iPad Pro 12.9 M2,APP-TABL-65569-6066,2021-04-25,1065.78,2025-04-24,available,poor,,Warehouse - Bandung,
ast-00360,comp-001,cat-02,Desktop,AST-00360,Apple,Mac Mini M2,APP-DESK-67064-1765,2023-06-15,1842.69,2024-06-14,retired,good,,Warehouse - Bandung,
ast-00361,comp-001,cat-01,Laptop,AST-00361,Microsoft,Surface Laptop 5,MIC-LAPT-11662-8243,2025-05-04,2098.92,2027-05-04,available,good,,Warehouse - Bandung,
ast-00362,comp-001,cat-01,Laptop,AST-00362,HP,EliteBook 840 G10,HP-LAPT-11488-5165,2021-03-04,3411.67,2025-03-03,retired,fair,,Warehouse - Bandung,
ast-00363,comp-001,cat-10,Peripheral,AST-00363,Logitech,MX Keys Keyboard,LOG-PERI-46542-6238,2023-08-28,290.77,2024-08-27,assigned,good,,Remote - WFH,
ast-00364,comp-001,cat-07,Network Switch,AST-00364,Cisco,Catalyst 9300-48P,CIS-NETW-92277-2784,2022-11-02,3474.86,2023-11-02,assigned,fair,,Remote - WFH,
ast-00365,comp-001,cat-01,Laptop,AST-00365,Apple,MacBook Air 15 M3,APP-LAPT-97659-7616,2022-07-31,3260.46,2026-07-30,assigned,good,,Jakarta HQ - Floor 1,
ast-00366,comp-001,cat-04,Smartphone,AST-00366,Samsung,Galaxy S24,SAM-SMAR-88012-8329,2024-09-11,695.22,2028-09-10,retired,good,,Jakarta HQ - Floor 1,
ast-00367,comp-001,cat-03,Monitor,AST-00367,Samsung,S27A800 27 4K,SAM-MONI-24084-1592,2024-03-12,779.91,2025-03-12,available,new,,Branch - Surabaya,
ast-00368,comp-001,cat-10,Peripheral,AST-00368,Poly,Voyager 5200 Headset,POL-PERI-33560-8373,2023-09-18,193.54,2027-09-17,assigned,fair,,Jakarta HQ - Floor 3,
ast-00369,comp-001,cat-01,Laptop,AST-00369,Dell,Latitude 5540,DEL-LAPT-44614-9767,2024-07-31,1379.91,2025-07-31,available,new,,Jakarta HQ - Floor 5,
ast-00370,comp-001,cat-06,Server,AST-00370,Dell,PowerEdge R750xs,DEL-SERV-55609-6690,2024-08-11,12316.30,2025-08-11,available,new,,Jakarta HQ - Floor 3,
ast-00371,comp-001,cat-01,Laptop,AST-00371,Apple,MacBook Air 15 M3,APP-LAPT-35877-5508,2024-05-21,3036.86,2025-05-21,available,fair,,Remote - WFH,
ast-00372,comp-001,cat-10,Peripheral,AST-00372,Jabra,Evolve2 65 Headset,JAB-PERI-38722-9794,2023-08-18,180.83,2024-08-17,available,fair,,Jakarta HQ - Floor 3,
ast-00373,comp-001,cat-01,Laptop,AST-00373,Dell,XPS 15 9530,DEL-LAPT-39834-2778,2025-09-24,3172.75,2027-09-24,assigned,good,,Jakarta HQ - Floor 5,
ast-00374,comp-001,cat-07,Network Switch,AST-00374,MikroTik,CRS326-24G-2S+RM,MIK-NETW-69730-8570,2023-05-31,1526.65,2024-05-30,maintenance,new,,Jakarta HQ - Floor 5,
ast-00375,comp-001,cat-06,Server,AST-00375,Lenovo,ThinkSystem SR650 V3,LEN-SERV-20927-4553,2022-03-23,13784.90,2023-03-23,maintenance,good,,Warehouse - Bandung,
ast-00376,comp-001,cat-06,Server,AST-00376,Supermicro,SYS-420GP,SUP-SERV-30431-2563,2024-10-08,4867.47,2026-10-08,available,fair,,Jakarta HQ - Floor 5,
ast-00377,comp-001,cat-01,Laptop,AST-00377,ASUS,ZenBook 14 OLED,ASU-LAPT-57874-8915,2020-01-08,2903.89,2023-01-07,assigned,good,,Remote - WFH,
ast-00378,comp-001,cat-10,Peripheral,AST-00378,Logitech,C922 Pro Webcam,LOG-PERI-40194-5824,2021-09-20,253.40,2025-09-19,maintenance,new,,Jakarta HQ - Floor 4,
ast-00379,comp-001,cat-09,Tablet,AST-00379,Apple,iPad Air M1,APP-TABL-16128-8676,2022-04-02,905.49,2023-04-02,assigned,good,,Jakarta HQ - Floor 2,
ast-00380,comp-001,cat-10,Peripheral,AST-00380,Poly,Voyager 5200 Headset,POL-PERI-98268-2920,2022-02-13,298.66,2025-02-12,available,poor,,Jakarta HQ - Floor 5,
ast-00381,comp-001,cat-03,Monitor,AST-00381,Dell,U2723QE 4K USB-C Hub,DEL-MONI-18059-6092,2021-10-19,1184.50,2023-10-19,assigned,good,,Branch - Surabaya,
ast-00382,comp-001,cat-03,Monitor,AST-00382,Dell,P2423DE 24 16:9,DEL-MONI-68865-8991,2021-05-04,998.28,2024-05-03,assigned,damaged,,Remote - WFH,
ast-00383,comp-001,cat-10,Peripheral,AST-00383,Jabra,Evolve2 65 Headset,JAB-PERI-88466-7664,2025-05-10,221.50,2026-05-10,assigned,good,,Warehouse - Jakarta,
ast-00384,comp-001,cat-05,Printer,AST-00384,Epson,WorkForce Pro WF-7820,EPS-PRIN-53434-3948,2024-09-15,449.86,2025-09-15,assigned,good,,Jakarta HQ - Floor 3,
ast-00385,comp-001,cat-01,Laptop,AST-00385,Lenovo,ThinkPad T14s Gen 4,LEN-LAPT-61355-5164,2021-01-26,1286.62,2024-01-26,retired,new,,Remote - WFH,
ast-00386,comp-001,cat-07,Network Switch,AST-00386,MikroTik,CRS326-24G-2S+RM,MIK-NETW-44227-9246,2024-02-20,2446.33,2028-02-19,assigned,fair,,Jakarta HQ - Floor 2,
ast-00387,comp-001,cat-10,Peripheral,AST-00387,Jabra,Evolve2 65 Headset,JAB-PERI-35605-4801,2021-06-16,129.16,2022-06-16,assigned,good,,Jakarta HQ - Floor 5,
ast-00388,comp-001,cat-08,Router,AST-00388,Cisco,ISR 1100-8P,CIS-ROUT-42734-6611,2023-06-24,1685.03,2026-06-23,assigned,fair,,Branch - Surabaya,
ast-00389,comp-001,cat-01,Laptop,AST-00389,HP,ProBook 450 G10,HP-LAPT-40802-9733,2022-09-26,2191.81,2026-09-25,assigned,good,,Jakarta HQ - Floor 4,
ast-00390,comp-001,cat-08,Router,AST-00390,Fortinet,FortiGate 60F,FOR-ROUT-12012-1996,2023-06-14,1682.46,2027-06-13,maintenance,good,,Remote - WFH,
ast-00391,comp-001,cat-03,Monitor,AST-00391,Dell,U2723QE 4K USB-C Hub,DEL-MONI-85026-6062,2020-03-04,1146.85,2023-03-04,retired,poor,,Jakarta HQ - Floor 1,
ast-00392,comp-001,cat-05,Printer,AST-00392,Brother,HL-L2370DW,BRO-PRIN-70810-3852,2021-10-08,432.61,2023-10-08,assigned,new,,Warehouse - Bandung,
ast-00393,comp-001,cat-01,Laptop,AST-00393,HP,ProBook 450 G10,HP-LAPT-59310-6433,2020-06-24,1793.58,2022-06-24,available,new,,Warehouse - Jakarta,
ast-00394,comp-001,cat-01,Laptop,AST-00394,Dell,Latitude 5540,DEL-LAPT-50714-6450,2022-03-02,1930.52,2026-03-01,assigned,good,,Jakarta HQ - Floor 3,
ast-00395,comp-001,cat-03,Monitor,AST-00395,Dell,U2723QE 4K USB-C Hub,DEL-MONI-13998-2248,2025-11-23,1181.24,2029-11-22,maintenance,good,,Jakarta HQ - Floor 3,
ast-00396,comp-001,cat-03,Monitor,AST-00396,HP,E27u G5 27 4K,HP-MONI-78869-1810,2022-07-06,456.50,2024-07-05,lost,good,,Jakarta HQ - Floor 5,
ast-00397,comp-001,cat-10,Peripheral,AST-00397,Logitech,MX Master 3S Mouse,LOG-PERI-32906-1646,2022-11-14,213.88,2025-11-13,assigned,poor,,Remote - WFH,
ast-00398,comp-001,cat-01,Laptop,AST-00398,Microsoft,Surface Laptop 5,MIC-LAPT-89496-4329,2025-09-12,1289.16,2028-09-11,maintenance,good,,Warehouse - Bandung,
ast-00399,comp-001,cat-07,Network Switch,AST-00399,Ubiquiti,UniFi Switch Pro 48,UBI-NETW-33510-3587,2024-11-24,2733.09,2026-11-24,retired,fair,,Data Center - Jakarta,
ast-00400,comp-001,cat-03,Monitor,AST-00400,HP,E27u G5 27 4K,HP-MONI-11744-7732,2024-04-22,1025.05,2027-04-22,assigned,good,,Remote - WFH,
ast-00401,comp-001,cat-07,Network Switch,AST-00401,Juniper,EX3400-48P,JUN-NETW-28013-5732,2022-08-02,3971.36,2026-08-01,maintenance,fair,,Remote - WFH,
ast-00402,comp-001,cat-03,Monitor,AST-00402,LG,27UP850N 27 4K,LG-MONI-78665-3451,2023-09-02,1014.97,2026-09-01,assigned,good,,Branch - Surabaya,
ast-00403,comp-001,cat-01,Laptop,AST-00403,Microsoft,Surface Laptop 5,MIC-LAPT-17724-4160,2020-05-23,2920.87,2021-05-23,assigned,good,,Jakarta HQ - Floor 3,
ast-00404,comp-001,cat-07,Network Switch,AST-00404,MikroTik,CRS326-24G-2S+RM,MIK-NETW-10369-4118,2024-03-30,1121.32,2025-03-30,assigned,good,,Remote - WFH,
ast-00405,comp-001,cat-01,Laptop,AST-00405,Apple,MacBook Air 15 M3,APP-LAPT-21029-2499,2020-03-17,2013.94,2021-03-17,available,good,,Jakarta HQ - Floor 2,
ast-00406,comp-001,cat-09,Tablet,AST-00406,Samsung,Galaxy Tab S9 Ultra,SAM-TABL-62209-2177,2024-05-01,871.55,2026-05-01,available,fair,,Remote - WFH,
ast-00407,comp-001,cat-10,Peripheral,AST-00407,Logitech,MX Master 3S Mouse,LOG-PERI-37156-6944,2022-01-22,64.36,2025-01-21,maintenance,good,,Jakarta HQ - Floor 1,
ast-00408,comp-001,cat-01,Laptop,AST-00408,Dell,XPS 15 9530,DEL-LAPT-16904-6905,2021-02-04,2741.51,2024-02-04,maintenance,fair,,Branch - Surabaya,
ast-00409,comp-001,cat-10,Peripheral,AST-00409,Jabra,Evolve2 65 Headset,JAB-PERI-43515-3862,2023-06-18,100.00,2027-06-17,available,good,,Jakarta HQ - Floor 1,
ast-00410,comp-001,cat-08,Router,AST-00410,Cisco,ISR 1100-8P,CIS-ROUT-87047-5878,2024-06-22,681.19,2027-06-22,assigned,good,,Jakarta HQ - Floor 5,
ast-00411,comp-001,cat-09,Tablet,AST-00411,Samsung,Galaxy Tab S9 Ultra,SAM-TABL-78719-5905,2025-07-27,1127.68,2027-07-27,assigned,good,,Branch - Surabaya,
ast-00412,comp-001,cat-01,Laptop,AST-00412,Apple,MacBook Pro 14 M3,APP-LAPT-40889-8714,2020-09-13,3310.19,2024-09-12,assigned,good,,Jakarta HQ - Floor 1,
ast-00413,comp-001,cat-08,Router,AST-00413,Cisco,ISR 4321,CIS-ROUT-27148-3110,2025-03-19,319.30,2026-03-19,assigned,good,,Warehouse - Jakarta,
ast-00414,comp-001,cat-02,Desktop,AST-00414,HP,EliteDesk 800 G9,HP-DESK-89468-1754,2021-03-20,1355.32,2023-03-20,assigned,poor,,Jakarta HQ - Floor 2,
ast-00415,comp-001,cat-03,Monitor,AST-00415,Dell,U2723QE 4K USB-C Hub,DEL-MONI-14139-9850,2023-11-08,1048.54,2026-11-07,maintenance,new,,Data Center - Jakarta,
ast-00416,comp-001,cat-03,Monitor,AST-00416,HP,E27u G5 27 4K,HP-MONI-66426-1027,2021-01-23,886.52,2023-01-23,available,good,,Jakarta HQ - Floor 4,
ast-00417,comp-001,cat-01,Laptop,AST-00417,Microsoft,Surface Laptop 5,MIC-LAPT-17358-4181,2025-06-04,1591.48,2026-06-04,retired,good,,Data Center - Jakarta,
ast-00418,comp-001,cat-05,Printer,AST-00418,Canon,imageRUNNER 2630i,CAN-PRIN-71127-3774,2024-01-25,1057.75,2026-01-24,maintenance,repairing,,Jakarta HQ - Floor 1,
ast-00419,comp-001,cat-10,Peripheral,AST-00419,Logitech,C922 Pro Webcam,LOG-PERI-65369-3958,2023-06-24,265.50,2026-06-23,available,poor,,Jakarta HQ - Floor 3,
ast-00420,comp-001,cat-06,Server,AST-00420,Supermicro,SYS-420GP,SUP-SERV-92327-8409,2023-02-16,7305.30,2026-02-15,assigned,poor,,Warehouse - Jakarta,
ast-00421,comp-001,cat-10,Peripheral,AST-00421,Jabra,Evolve2 65 Headset,JAB-PERI-27954-3144,2020-06-11,246.11,2023-06-11,available,good,,Warehouse - Jakarta,
ast-00422,comp-001,cat-04,Smartphone,AST-00422,Apple,iPhone 15,APP-SMAR-18400-4917,2021-12-14,819.68,2025-12-13,assigned,new,,Warehouse - Jakarta,
ast-00423,comp-001,cat-03,Monitor,AST-00423,Dell,P2423DE 24 16:9,DEL-MONI-48922-9483,2021-02-12,378.72,2023-02-12,assigned,new,,Jakarta HQ - Floor 2,
ast-00424,comp-001,cat-01,Laptop,AST-00424,Lenovo,ThinkPad X1 Carbon Gen 11,LEN-LAPT-44896-3376,2022-07-20,2975.43,2024-07-19,assigned,good,,Jakarta HQ - Floor 2,
ast-00425,comp-001,cat-07,Network Switch,AST-00425,Cisco,Catalyst 9300-48P,CIS-NETW-19018-2427,2022-12-14,2693.11,2023-12-14,available,fair,,Remote - WFH,
ast-00426,comp-001,cat-01,Laptop,AST-00426,Microsoft,Surface Laptop 5,MIC-LAPT-92233-2535,2020-10-28,3009.22,2024-10-27,assigned,good,,Jakarta HQ - Floor 5,
ast-00427,comp-001,cat-02,Desktop,AST-00427,Lenovo,ThinkCentre M90s Gen 4,LEN-DESK-72975-9094,2023-02-23,1736.51,2025-02-22,available,fair,,Jakarta HQ - Floor 5,
ast-00428,comp-001,cat-10,Peripheral,AST-00428,Logitech,C922 Pro Webcam,LOG-PERI-88846-8851,2020-09-18,215.79,2022-09-18,maintenance,good,,Warehouse - Jakarta,
